Transaction_ID,event_date,Scenario,Asset_Class,Sub_Asset_Class,Variable_X,Variable_Y,Underlying_Asset_Price,Option_Strike_Price,Risk_Free_Rate,Time_To_Maturity,Asset_Volatility,Return_Asset1,Return_Asset2,Return_Asset3,Weight_Asset1,Weight_Asset2,Weight_Asset3,Portfolio_Return,Cash_Flow_Period1,Cash_Flow_Period2,Cash_Flow_Period3,Bond_Yield,CashFlow_TimePeriod1,CashFlow_TimePeriod2,CashFlow_TimePeriod3,Probability_Default,Loss_Given_Default,Exposure_At_Default,Bid_Price,Ask_Price,Base_Asset_Value,Stressed_Asset_Value,Stress_Exposure,Gross_Income,Asset_Risk_Weight,Additional_Liquidity_Risk,Time_Series_Lag_Value,Current_Time_Series_Value
5107,26/09/2002,Monte Carlo,Commodity,Private Equity,4.6292,5.9601,100.1737,123.3993,0.047,1.2442,0.3714,0.0959,0.0208,0.0598,0.3941,0.4082,0.2226,0.0574,3.9726,5.0811,84.6746,0.0414,2.8385,1.0683,1.0338,0.0439,0.4464,871.5739,100.4793,102.614,109.5372,98.2124,130.4602,749504.3845,0.2279,0.0765,14.0667,13.082
5108,11/08/2020,Stressed,Derivative,Common Stock,6.2086,9.669,93.5084,129.3906,0.0411,2.2032,0.3663,0.0245,0.0523,0.0456,0.3468,0.3464,0.369,0.0565,4.6614,6.9735,115.432,0.0272,1.9929,1.9493,2.0943,0.0306,0.6517,933.2816,109.0796,109.3867,116.3783,111.7944,132.6423,607455.4649,0.2722,0.0429,10.5805,12.0466
5109,24/10/2022,Base,Alternative,Large Cap,4.74,9.4631,124.124,109.145,0.0384,0.9151,0.3598,0.0491,0.0853,0.1017,0.4305,0.4702,0.2077,0.0676,7.6248,6.8669,101.7076,0.0426,3.1267,1.1506,3.3652,0.0407,0.5031,1027.3096,105.2919,125.9106,123.5252,112.4613,126.6644,586339.5485,0.2528,0.0623,10.3146,12.1542
5110,29/10/2013,Base,Alternative,Hedge Fund,7.483,8.4559,117.6364,115.4998,0.0474,0.7688,0.2608,0.0509,0.0585,0.0318,0.3093,0.224,0.4855,0.0441,8.2642,5.0899,120.1637,0.0317,0.8759,1.8274,3.3166,0.0484,0.5617,870.5868,103.8003,105.3545,116.0407,98.8979,123.906,522983.304,0.2334,0.0625,14.4491,13.36
5111,12/04/2001,Monte Carlo,Derivative,Municipal Bond,6.2266,9.0205,131.8155,111.041,0.0241,2.0978,0.186,0.0573,0.0577,0.0167,0.2939,0.2023,0.5113,0.0434,5.0281,8.8393,108.6731,0.0295,2.2107,2.1849,0.9013,0.0372,0.4925,1186.7151,127.0047,124.4623,122.8198,97.7613,129.4474,602525.8696,0.271,0.0513,14.4161,16.8
5112,19/08/2001,Stressed,Fixed Income,Corporate Bond,6.0818,9.4269,95.342,85.837,0.0499,0.6647,0.2731,0.0287,0.0589,0.0504,0.3222,0.361,0.2448,0.04,4.7943,3.7276,103.9927,0.0472,1.6987,3.0778,2.8429,0.0118,0.4929,1074.7443,129.7474,110.0635,107.4119,132.8347,141.5121,538941.595,0.2328,0.0593,14.1325,17.1751
5113,01/04/2025,Stressed,Fixed Income,Private Equity,6.3084,8.2203,98.7189,115.607,0.0432,2.4635,0.2926,0.0425,0.0345,0.0851,0.2971,0.2494,0.487,0.0538,7.0748,7.5009,93.5671,0.0351,1.9333,0.9456,3.02,0.0416,0.502,1124.7105,104.4308,111.2286,123.8868,112.1149,134.9352,444182.4732,0.208,0.0438,11.7749,11.4246
5114,18/05/2024,Stressed,Commodity,Preferred Stock,5.8759,6.6334,118.1453,98.3979,0.0333,0.9202,0.3581,0.0512,0.041,0.0867,0.343,0.3058,0.366,0.047,7.1646,7.298,102.8478,0.039,2.035,2.0244,3.1205,0.0105,0.6636,926.2323,99.781,101.392,110.1093,117.8324,129.0161,533565.802,0.2138,0.0499,11.7692,11.5135
5115,10/10/2007,Base,Fixed Income,Corporate Bond,8.0217,9.5555,107.6065,102.0653,0.0342,1.8125,0.2734,0.0346,0.0926,0.0782,0.2249,0.2952,0.5253,0.033,5.6793,4.9921,94.2009,0.052,1.8918,0.9481,3.1771,0.0295,0.4234,912.5674,101.1126,92.3526,112.3501,104.2136,152.2713,505854.3751,0.2542,0.0477,11.9246,11.4768
5116,02/06/2018,Base,Fixed Income,Preferred Stock,4.3424,8.4309,117.8657,128.719,0.0234,1.7885,0.2242,0.0753,0.0288,0.0307,0.1895,0.4519,0.3653,0.0727,6.1416,3.9366,115.8956,0.0347,1.926,2.1709,2.0067,0.0325,0.6809,1111.2777,101.6931,104.9742,99.1553,114.1022,117.281,557011.1914,0.2102,0.0476,11.4241,15.344
5117,07/05/2010,Stressed,Commodity,Large Cap,8.6672,10.4818,92.1868,114.3282,0.0348,1.8827,0.441,0.0334,0.0607,0.0543,0.2227,0.472,0.3592,0.0783,6.0494,5.9032,123.45,0.0343,2.1053,2.0337,1.0917,0.0254,0.6226,1146.2505,103.1532,117.5639,118.5286,119.8667,124.0717,565927.0635,0.3499,0.0882,12.8128,11.7176
5118,29/09/2021,Monte Carlo,Commodity,Swap,5.9011,8.0999,90.4568,125.8204,0.0482,1.6413,0.3396,0.0476,0.0712,0.0738,0.238,0.2787,0.4875,0.0728,5.1515,6.8442,95.2958,0.0454,2.1537,2.1065,2.4978,0.0372,0.5837,1174.5335,95.5652,88.5168,125.8135,115.3547,134.2633,527178.0675,0.3076,0.062,16.3422,15.6199
5119,02/12/2004,Base,Equity,Hedge Fund,5.6191,9.7433,116.2501,89.4283,0.0203,1.3705,0.2556,0.0874,0.1002,0.0722,0.2955,0.3786,0.3242,0.0327,4.8085,5.298,93.9908,0.0513,0.9824,2.075,2.9264,0.0349,0.7597,1103.609,103.159,87.5423,104.2909,96.6818,131.177,582849.8909,0.2646,0.0556,14.0877,16.5222
5120,28/10/2005,Stressed,Fixed Income,Common Stock,4.9654,7.1625,105.3853,88.4866,0.0233,1.8023,0.2557,0.0642,0.0477,0.0826,0.3027,0.5198,0.1925,0.0328,6.0507,5.1828,88.7874,0.0403,0.9332,0.8255,1.0145,0.0141,0.4527,870.6518,122.8431,128.8694,107.3868,107.3173,165.1612,753336.6904,0.2473,0.0391,11.5248,11.1452
5121,18/09/2018,Base,Equity,Hedge Fund,5.5053,7.6287,81.7717,112.8229,0.0351,1.8706,0.2819,0.0758,0.0567,0.0603,0.1925,0.3561,0.3844,0.0322,5.6655,4.4096,117.514,0.0313,2.9061,1.9641,2.6583,0.0394,0.4398,1035.3066,89.7127,89.934,110.27,106.1303,148.0934,557421.7222,0.2284,0.0595,14.1058,14.2186
5122,15/10/2023,Stressed,Alternative,Real Estate,5.0353,7.7925,128.0132,96.7822,0.0464,0.5383,0.2396,0.0294,0.0392,0.0922,0.2827,0.438,0.3017,0.0422,6.9104,5.002,119.9557,0.0505,2.4118,1.9523,1.9529,0.0286,0.5815,1002.4562,104.3029,107.0233,122.4414,122.7253,139.2798,520326.9548,0.2268,0.068,13.575,12.7385
5123,28/02/2024,Stressed,Derivative,Private Equity,6.4369,8.3815,104.8556,95.9687,0.0321,0.987,0.1773,0.0439,0.1009,0.0748,0.4458,0.3362,0.1893,0.0651,3.6269,8.1587,110.6218,0.0518,2.1035,0.9482,2.1083,0.0294,0.4419,906.8621,110.1358,100.9554,127.1419,127.2693,151.4803,518195.6521,0.2734,0.07,11.264,13.2867
5124,14/01/2017,Base,Derivative,Future,7.8027,8.409,98.582,105.1172,0.0409,0.6939,0.3552,0.0882,0.0904,0.0685,0.2119,0.2397,0.5662,0.0363,5.3845,5.713,119.9584,0.0367,2.0806,1.9879,1.9107,0.0434,0.4995,1059.0886,117.3675,91.2554,114.6838,101.0253,136.4334,785366.2418,0.2605,0.0584,11.2454,12.6606
5125,22/03/2011,Base,Commodity,Real Estate,6.3092,10.3829,83.5701,123.8577,0.0394,2.1078,0.3037,0.0211,0.0523,0.0509,0.3448,0.3333,0.3219,0.0555,4.8811,6.1901,100.5043,0.0347,1.9739,2.1248,2.1505,0.0347,0.5204,1016.4737,108.9574,107.7535,103.4767,106.4047,135.3842,692803.8539,0.2699,0.0432,10.5559,10.4059
5126,05/04/2026,Base,Alternative,Real Estate,7.2175,10.8266,103.0614,129.7029,0.0328,0.5561,0.2031,0.0242,0.0735,0.0951,0.3539,0.2708,0.3437,0.0421,7.8561,5.4093,81.7942,0.0483,0.9184,1.0011,1.7581,0.038,0.4341,1089.7838,101.0053,107.2518,131.6782,97.8568,162.2408,703496.3062,0.2597,0.0523,12.0299,12.1377
5127,10/11/2022,Stressed,Alternative,Government Bond,9.0191,8.9534,123.5211,135.3176,0.0227,1.2823,0.3493,0.0497,0.055,0.0512,0.3433,0.3323,0.3241,0.0641,4.9824,4.8223,107.4761,0.0275,1.9966,1.6443,2.0091,0.0456,0.6085,1050.3138,109.755,108.848,113.3598,94.1566,125.2096,626365.1725,0.2773,0.0623,12.4329,11.4803
5128,28/01/2014,Base,Alternative,Common Stock,7.2613,7.9929,115.4585,103.5934,0.0326,0.9453,0.4039,0.0639,0.0693,0.0724,0.4189,0.4333,0.1524,0.0506,7.1013,5.1846,115.7834,0.0467,2.1828,0.9489,1.7956,0.0341,0.4709,1034.7304,91.7555,92.705,97.2835,93.7576,146.3518,514349.0507,0.24,0.0598,12.6752,13.951
5129,25/06/2016,Stressed,Alternative,Real Estate,5.3009,5.5258,110.8374,115.0752,0.0424,1.9911,0.3496,0.0802,0.0363,0.0814,0.2328,0.2905,0.4017,0.0455,8.9893,6.6698,99.4864,0.0332,2.7828,2.8164,1.1281,0.0343,0.3602,1049.7637,87.9375,118.0469,114.9346,106.7843,129.8086,507945.2197,0.2631,0.0462,11.0116,11.8519
5130,23/11/2015,Monte Carlo,Derivative,Agriculture,4.3751,10.2241,97.8992,112.6122,0.0381,1.6128,0.3035,0.0466,0.081,0.0898,0.4086,0.5184,0.1046,0.0325,6.344,6.3758,106.2444,0.0418,0.9112,0.9123,1.8588,0.0125,0.5422,954.6199,97.989,97.3725,111.1197,126.6697,142.1772,634007.0319,0.2353,0.0714,13.2868,12.9494
5131,26/04/2014,Monte Carlo,Alternative,Private Equity,4.8659,7.0785,127.0512,113.5796,0.0241,0.6336,0.2218,0.0247,0.0362,0.0257,0.2669,0.3702,0.3892,0.0515,5.3151,4.9617,90.4388,0.036,2.0721,2.3106,1.988,0.0354,0.4308,878.1161,108.357,112.8156,118.192,113.0956,135.4551,500639.0517,0.1807,0.0467,11.5319,12.4775
5132,13/08/2024,Monte Carlo,Derivative,Government Bond,4.9505,8.9847,135.7482,123.5528,0.0396,2.1077,0.3332,0.0966,0.0381,0.1048,0.3667,0.3383,0.2348,0.0409,4.5216,5.3481,92.2721,0.0337,1.8983,1.0324,1.0775,0.0456,0.3876,1156.0484,102.0694,105.0087,125.1978,105.8632,125.4946,577172.9659,0.2407,0.0503,12.1203,11.8116
5133,08/04/2006,Monte Carlo,Alternative,Large Cap,7.385,6.8453,110.4832,123.3627,0.054,1.6857,0.2743,0.0755,0.0406,0.0682,0.4222,0.2714,0.3339,0.0752,4.0515,5.042,102.1236,0.0376,2.1656,2.1308,2.3386,0.0362,0.4228,940.8561,118.7137,103.2286,85.8499,101.3413,128.0757,460129.1538,0.3085,0.064,14.7502,18.3271
5134,06/06/2008,Base,Equity,Oil,6.5204,5.8897,122.6068,129.8129,0.0298,0.7955,0.2074,0.06,0.073,0.0839,0.2163,0.4506,0.3378,0.0637,6.1051,4.7593,99.6863,0.0363,1.8901,1.1888,2.0859,0.0419,0.4698,1050.5057,113.231,118.7281,122.4275,121.1627,156.9876,659153.1574,0.221,0.0605,14.915,17.687
5135,31/10/2026,Monte Carlo,Alternative,Preferred Stock,6.771,6.2734,123.1732,108.0967,0.0215,0.5105,0.2042,0.0822,0.0498,0.0965,0.2679,0.3815,0.4375,0.0789,4.8064,5.4196,121.6777,0.0408,3.276,1.9177,2.0622,0.0178,0.6522,1233.648,90.0658,89.0084,99.3155,109.958,151.0121,553966.5621,0.3272,0.0431,9.9691,12.1932
5136,17/12/2005,Monte Carlo,Equity,Oil,4.9685,8.3926,128.4425,90.0583,0.0262,0.5944,0.3872,0.1071,0.075,0.0431,0.4361,0.4025,0.1798,0.0572,4.8922,7.0132,102.4714,0.0451,1.9029,0.9937,0.9607,0.0138,0.5447,1035.4051,99.8076,116.6781,100.6982,89.5016,157.8829,596643.3856,0.2521,0.0761,14.1292,15.9267
5137,12/03/2010,Stressed,Equity,Oil,4.7872,8.5362,122.8345,87.6231,0.0305,0.8833,0.3097,0.0659,0.0599,0.0772,0.2245,0.4406,0.3161,0.0357,8.7586,8.186,103.9122,0.031,3.2494,3.0857,1.8864,0.0458,0.5459,1002.4126,111.2402,129.0701,114.0449,104.794,119.6399,575735.1038,0.2108,0.0693,10.735,11.8381
5138,14/01/2020,Monte Carlo,Fixed Income,Swap,5.3941,9.8508,84.1851,104.1141,0.0342,0.8777,0.386,0.0491,0.0966,0.0672,0.2398,0.2313,0.4953,0.0471,5.2176,4.8233,99.7598,0.0341,2.8959,2.0323,1.8948,0.0342,0.5843,1064.9937,122.1803,116.6641,125.5421,110.0713,141.9645,540828.5966,0.2601,0.0567,13.8919,16.2364
5139,30/10/2026,Stressed,Fixed Income,Large Cap,4.3716,8.9097,105.1552,131.6732,0.0327,0.902,0.2189,0.0735,0.0365,0.0377,0.338,0.4716,0.1509,0.0853,3.9373,5.447,109.3092,0.0493,2.6961,2.0844,0.919,0.0471,0.5082,1131.9315,107.2418,132.7701,125.2623,98.9983,143.4362,561920.803,0.2784,0.0832,12.546,12.7828
5140,22/06/2004,Monte Carlo,Derivative,Agriculture,7.1672,7.0943,102.3339,98.8886,0.0276,0.6387,0.3865,0.0617,0.0309,0.0473,0.2305,0.2831,0.3765,0.0374,6.6601,7.407,119.7129,0.0417,2.9082,2.0999,2.1954,0.0368,0.4236,1165.1701,106.1182,98.3729,103.7013,98.7773,154.6255,515044.7632,0.2464,0.0594,12.4605,12.5331
5141,26/02/2023,Stressed,Derivative,Preferred Stock,4.7973,7.8169,91.5619,126.7791,0.0205,0.6164,0.1933,0.0891,0.0885,0.085,0.4905,0.3534,0.2112,0.0418,4.5324,6.8722,106.0006,0.0384,1.0379,1.8589,3.0557,0.0173,0.6636,1094.7106,107.5014,106.1453,99.8984,107.2055,135.5955,499177.674,0.2257,0.0639,13.4491,16.8663
5142,23/01/2026,Base,Derivative,Real Estate,5.598,6.2815,97.3642,117.5813,0.0237,1.7628,0.3673,0.0411,0.0813,0.0296,0.2149,0.4658,0.2925,0.0521,3.9536,5.2156,101.0846,0.0417,3.0071,1.0752,3.0255,0.0192,0.4479,919.0365,94.7528,99.1458,102.1771,109.2766,150.677,640986.517,0.2956,0.0779,13.6765,14.8036
5143,25/01/2024,Base,Derivative,Swap,9.3149,7.336,138.7729,127.4781,0.0499,1.7825,0.2441,0.1038,0.0655,0.0841,0.3729,0.2619,0.369,0.0616,7.1083,7.1976,103.987,0.0449,2.1673,1.8147,0.8964,0.0466,0.59,964.5119,104.1811,103.1896,105.254,98.3303,143.681,602108.3714,0.2397,0.0388,10.5128,11.3651
5144,03/03/2014,Monte Carlo,Fixed Income,Common Stock,5.6714,7.1196,105.3192,122.1734,0.021,0.5349,0.3273,0.0737,0.0353,0.0762,0.3227,0.502,0.1902,0.0682,6.4429,7.5311,107.2127,0.0415,2.0649,0.9805,1.0153,0.044,0.7549,1089.5859,112.7406,97.9926,111.0031,107.849,140.5047,669593.4292,0.2095,0.0583,13.026,12.6311
5145,13/10/2004,Monte Carlo,Derivative,Oil,5.085,6.0149,90.7123,130.9313,0.0249,2.1383,0.4162,0.0619,0.0559,0.0355,0.2579,0.289,0.4898,0.0703,6.3047,5.6732,108.6745,0.0366,2.1918,3.1035,0.9122,0.0487,0.5554,1119.6746,100.8773,118.5463,114.5031,100.1296,154.6107,568698.8731,0.247,0.0434,13.3031,16.8516
5146,25/01/2006,Stressed,Commodity,Swap,6.9196,6.6471,106.4458,133.7665,0.019,1.4971,0.2549,0.0736,0.1013,0.0233,0.3182,0.2948,0.399,0.053,6.7164,7.6122,88.17,0.0329,1.8697,1.1204,2.5503,0.0305,0.6147,1169.4478,93.3916,112.6359,102.4796,92.7613,115.3245,694151.6382,0.2428,0.0371,12.6117,14.3868
5147,27/06/2023,Base,Equity,Future,5.5899,8.7491,105.7741,119.2829,0.033,1.0867,0.2875,0.0702,0.0356,0.0288,0.2362,0.4132,0.3902,0.0668,4.9564,7.3169,106.9701,0.045,2.0555,2.1577,2.9772,0.0492,0.6744,1013.4004,94.8755,106.5097,108.5384,99.078,147.3688,491973.8028,0.2729,0.0667,11.7647,12.5801
5148,14/04/2020,Stressed,Fixed Income,Hedge Fund,5.2541,5.2341,97.2719,110.6453,0.056,1.911,0.3537,0.0779,0.0654,0.0816,0.4283,0.2913,0.2665,0.0668,4.7879,7.1897,103.961,0.0452,0.9812,0.9519,1.6597,0.0295,0.4118,1126.585,108.4484,110.7575,94.8738,99.1839,141.3414,508607.8544,0.2227,0.0624,11.3586,10.6023
5149,18/11/2025,Base,Derivative,Swap,6.4407,8.4599,89.2489,97.4852,0.0204,0.8086,0.2139,0.0864,0.0358,0.0201,0.2876,0.2257,0.5138,0.0464,4.9568,4.532,108.3886,0.0408,2.039,2.1973,1.859,0.04,0.519,1150.342,116.4934,117.3116,113.3374,112.4409,128.765,684444.7831,0.2589,0.084,13.5023,16.7671
5150,25/03/2024,Monte Carlo,Equity,Hedge Fund,7.0769,8.335,107.7829,125.0401,0.0208,1.931,0.349,0.0525,0.078,0.1068,0.2139,0.4986,0.2843,0.0285,7.1047,8.7737,117.8809,0.0462,2.0891,2.0764,0.8726,0.0383,0.4438,987.8384,124.2523,109.669,116.3079,101.273,123.7702,585710.0052,0.2545,0.0656,12.3269,14.4388
5151,13/06/2024,Base,Fixed Income,Large Cap,4.1998,7.7118,93.5778,120.2491,0.0373,2.2909,0.3812,0.0405,0.0777,0.0993,0.373,0.466,0.2003,0.0687,6.7643,5.896,85.8309,0.0337,2.077,0.9689,3.0357,0.039,0.3333,769.288,112.047,113.6642,111.8801,107.8718,153.1934,562054.7128,0.2509,0.0754,11.5874,10.5065
5152,01/05/2013,Base,Commodity,Common Stock,6.0354,6.5398,126.1547,102.4036,0.0201,2.352,0.3383,0.0928,0.0304,0.0681,0.4598,0.2048,0.3497,0.0669,7.2948,7.0566,104.9304,0.0467,2.0946,2.0183,1.0067,0.0143,0.4609,1036.5323,109.6902,111.7439,117.3355,100.7187,146.2075,646309.3177,0.2613,0.0739,14.8684,14.6458
5153,07/11/2020,Stressed,Equity,Swap,6.5618,10.6512,98.9065,134.0735,0.0478,1.4342,0.3183,0.0592,0.0388,0.0556,0.4481,0.3306,0.2355,0.0429,5.0984,4.8249,108.8,0.0325,2.9635,1.903,1.9925,0.0456,0.6173,909.9017,106.1697,111.6594,110.1894,97.81,144.5544,580151.5296,0.2468,0.0454,14.2655,16.0171
5154,14/02/2025,Base,Equity,Government Bond,8.3784,6.4205,112.0085,130.4429,0.0236,1.2062,0.3923,0.0258,0.0711,0.0227,0.216,0.3265,0.4493,0.0848,5.2603,6.5838,94.7589,0.0465,2.9182,2.0462,2.1267,0.0466,0.5639,1217.3748,113.9742,103.6072,103.2557,109.1922,151.2724,518347.7812,0.2641,0.0635,13.1567,14.3946
5155,30/11/2009,Monte Carlo,Fixed Income,Government Bond,4.8359,8.7706,122.8352,128.4049,0.0444,1.2786,0.3352,0.0614,0.0332,0.0378,0.3679,0.3706,0.364,0.0414,6.7802,5.888,96.9145,0.0276,0.958,1.9907,1.1651,0.0148,0.4228,1256.1777,99.5366,132.7685,106.434,121.2947,125.5378,470224.0269,0.203,0.0743,13.3931,15.6532
5156,07/04/2009,Monte Carlo,Fixed Income,Government Bond,6.1769,8.1194,99.5422,105.3627,0.0261,1.3934,0.1811,0.1048,0.021,0.0647,0.389,0.1857,0.4143,0.0589,7.731,6.3759,95.4538,0.0369,1.9967,1.8747,1.8168,0.0538,0.4763,882.1492,119.548,101.2555,98.7187,115.1339,140.8548,595075.8262,0.2286,0.0785,10.3637,13.9137
5157,23/07/2002,Base,Fixed Income,Government Bond,7.2088,4.9804,141.9582,116.558,0.0519,1.4696,0.2747,0.061,0.0562,0.0429,0.4582,0.4474,0.0956,0.0719,4.5236,6.7806,92.4595,0.0384,1.7951,1.1881,2.0393,0.0331,0.4966,1034.999,91.4361,101.4449,126.2568,129.9966,135.655,603483.3502,0.208,0.059,14.2887,14.1904
5158,13/07/2025,Base,Fixed Income,Real Estate,7.3318,8.8433,96.6531,101.3739,0.0444,2.4039,0.4027,0.0998,0.0236,0.0957,0.3815,0.2296,0.4136,0.0808,5.6036,7.0379,116.4943,0.0367,1.9726,1.8039,2.7417,0.0334,0.6063,1017.7787,123.6432,134.4466,117.4719,103.2898,133.1966,585373.4827,0.2231,0.0343,14.3239,16.1138
5159,15/02/2008,Monte Carlo,Derivative,Corporate Bond,9.1508,8.8638,114.9278,92.8819,0.0195,1.8605,0.3133,0.0586,0.0514,0.0349,0.2401,0.4139,0.3525,0.0531,4.7313,5.0983,98.5044,0.0379,1.8457,1.0376,2.1173,0.035,0.4057,898.8319,101.4595,91.6489,103.4178,97.2981,139.6235,550718.267,0.2014,0.0527,13.2004,13.4994
5160,02/07/2024,Base,Alternative,Hedge Fund,4.7657,10.976,132.1341,95.0479,0.0324,1.0936,0.4168,0.0561,0.0938,0.0705,0.3573,0.4857,0.1784,0.0428,4.4926,5.2645,94.3401,0.0533,0.8971,2.0841,1.1041,0.0268,0.613,1109.7975,103.8292,96.9858,118.6272,116.61,132.51,530986.3198,0.1849,0.0675,12.0089,15.8552
5161,10/08/2025,Stressed,Derivative,Private Equity,6.888,7.2784,129.2264,96.3742,0.0313,2.3274,0.3027,0.0343,0.0555,0.0828,0.2881,0.4202,0.2142,0.0723,6.1102,5.3066,114.4112,0.0542,2.0557,1.7775,3.0683,0.0419,0.5771,1016.8644,87.9403,101.113,99.1869,102.73,151.2985,636059.6217,0.1824,0.059,12.0518,13.2202
5162,25/11/2016,Stressed,Derivative,Corporate Bond,6.1952,8.1774,110.2541,100.9772,0.0355,0.6945,0.2493,0.072,0.0213,0.064,0.367,0.5555,0.1759,0.0642,4.7773,7.9602,101.4831,0.0396,2.7092,0.9702,0.9831,0.0478,0.5489,1225.6232,110.4703,105.7341,112.4667,104.7606,140.3764,653473.5352,0.2629,0.0621,11.0863,15.313
5163,04/01/2006,Base,Derivative,Government Bond,7.3178,8.5086,96.8383,117.6715,0.0268,1.2154,0.2752,0.0814,0.0761,0.0789,0.4987,0.3235,0.2026,0.0511,6.4283,6.3325,93.7418,0.0542,1.9819,1.0581,1.972,0.0236,0.4551,1209.4307,109.7362,109.723,117.109,104.9294,136.516,612182.8682,0.2331,0.0543,14.3299,13.5942
5164,17/10/2023,Monte Carlo,Fixed Income,Private Equity,7.8252,9.9804,120.5741,129.3406,0.0439,1.5328,0.2599,0.0541,0.0713,0.0524,0.459,0.2807,0.2632,0.0401,8.482,6.3154,105.4905,0.0331,2.1563,3.0876,1.9553,0.0184,0.5731,845.0473,88.4429,106.2142,107.2141,122.7853,127.8701,618772.1084,0.2496,0.0742,11.8768,12.354
5165,25/08/2004,Stressed,Equity,Real Estate,6.4984,10.0575,105.8972,128.7831,0.0257,1.9162,0.273,0.1008,0.0766,0.0413,0.3717,0.2019,0.4068,0.0478,5.2003,5.3838,116.759,0.0407,0.9753,1.9479,1.9387,0.039,0.6242,939.1516,104.8525,101.7186,100.5854,102.714,138.2497,597347.4145,0.2196,0.0573,9.7005,13.1496
5166,21/02/2020,Monte Carlo,Fixed Income,Government Bond,5.8111,8.5947,87.2747,103.394,0.0403,0.9288,0.3704,0.0679,0.0765,0.0661,0.2878,0.4852,0.2959,0.039,5.4242,8.1287,98.7985,0.0435,1.936,2.0899,1.9227,0.0392,0.6643,1003.0256,94.7655,101.983,105.1513,103.307,143.0076,567789.2569,0.297,0.0403,13.0396,14.1307
5167,10/10/2008,Monte Carlo,Equity,Municipal Bond,7.7724,7.7052,107.91,135.0608,0.0462,1.5547,0.3189,0.0545,0.0508,0.0577,0.2277,0.36,0.4839,0.0354,5.9723,5.4434,90.1103,0.0352,0.9069,1.1105,1.7113,0.0358,0.8142,1047.0244,116.8221,124.9131,112.4184,112.1092,131.404,552544.4277,0.2158,0.0673,15.3079,18.314
5168,24/05/2021,Stressed,Derivative,Private Equity,3.7814,7.5569,107.5578,112.7923,0.0528,1.014,0.2662,0.075,0.0582,0.0244,0.2362,0.1952,0.5175,0.048,4.1266,5.7324,112.9147,0.0315,1.8031,1.9998,1.9194,0.0407,0.4654,961.72,91.6722,106.1083,127.6145,98.6769,159.726,635737.0389,0.3069,0.0461,10.8038,10.7103
5169,28/03/2022,Base,Equity,Municipal Bond,6.7147,9.0959,132.5574,119.8155,0.0392,1.0058,0.2645,0.0197,0.0875,0.0993,0.4985,0.315,0.2514,0.0696,6.3404,4.6151,119.8333,0.0346,2.1812,1.9979,2.9651,0.0347,0.5811,932.1171,99.8574,106.6523,104.7462,112.2036,145.3648,535495.1018,0.2639,0.0811,10.3073,10.0013
5170,03/05/2012,Base,Commodity,Swap,4.9815,7.3688,151.1788,95.8671,0.0391,2.5785,0.2438,0.0365,0.0477,0.058,0.453,0.2894,0.2288,0.0849,4.9933,7.5267,115.5022,0.0398,0.9032,2.2508,1.7821,0.0389,0.6252,1058.3483,97.6605,101.9186,105.5893,95.2588,111.6855,466199.2057,0.2343,0.0698,13.62,14.5242
5171,27/02/2003,Monte Carlo,Commodity,Real Estate,6.3937,6.7625,114.8184,125.4596,0.0289,2.3832,0.3263,0.0258,0.0252,0.0659,0.3636,0.26,0.345,0.0532,5.836,7.2884,94.4644,0.0387,2.7557,3.0852,2.091,0.0411,0.7563,1204.0148,95.0949,115.8515,117.0819,96.4496,152.4341,724325.6192,0.2292,0.0643,13.1061,13.3555
5172,05/02/2003,Base,Derivative,Oil,7.7515,7.2609,131.8776,94.1356,0.0376,0.9266,0.2326,0.0554,0.0521,0.037,0.258,0.2632,0.5253,0.0648,6.3788,5.9356,124.8281,0.0508,1.9876,2.1899,2.706,0.0334,0.5192,1229.6048,108.7381,101.3065,104.3809,118.7616,141.0615,483001.3915,0.2754,0.0649,16.1034,16.3442
5173,27/06/2016,Stressed,Fixed Income,Agriculture,5.6163,6.8952,112.3663,134.0887,0.0354,1.4253,0.2413,0.0457,0.0743,0.0827,0.4693,0.4083,0.155,0.0515,6.3636,6.8186,101.8098,0.0545,2.241,1.72,1.8781,0.011,0.3761,756.1692,107.039,106.7848,116.2099,122.7369,149.7786,696565.4565,0.3356,0.065,14.3215,16.1471
5174,07/04/2005,Base,Commodity,Municipal Bond,6.9575,9.6996,130.8611,103.2844,0.0263,1.9877,0.236,0.0249,0.0297,0.0326,0.347,0.4356,0.1878,0.0767,7.6706,4.3661,97.4611,0.0441,3.2015,3.1752,2.8938,0.0186,0.4527,1203.2776,110.9642,106.6923,123.9982,114.2831,126.4162,631393.1351,0.2075,0.076,11.9776,10.943
5175,13/03/2010,Base,Derivative,Corporate Bond,7.2704,7.6927,123.7909,95.9767,0.0248,1.6817,0.2864,0.0267,0.0434,0.0796,0.415,0.2241,0.3345,0.0723,7.3591,5.7575,86.8766,0.0467,2.1111,2.0207,1.1239,0.0475,0.6707,1010.0942,90.3835,88.1158,109.8096,101.0628,143.1128,535418.2236,0.2315,0.0563,15.8448,15.596
